control,treatment
9.651322684958215,10.89669995830332
9.501706309285979,10.1731632068939
8.161268683041836,15.67036210779794
8.216384534638951,9.985606126740343
9.72524036291406,8.484775235634663
10.200463790199574,13.41025980481839
12.593863941767069,10.374475497965514
7.860380316208011,11.776180852549581
12.350639274294386,11.36290178783496
8.393745653312688,15.10601163392548
14.372288115705668,13.699772171394816
5.347714914943262,12.060579343577189
12.04943679192059,9.305196317817714
8.256155872323479,13.038774786211977
10.998024445795645,11.648345593195101
6.966624003715202,8.723563348411046
5.587258800497409,14.167208057270713
13.745708480701534,11.442933069095226
5.596356917925887,9.4709228469414
8.747720401219855,12.818902116890767
12.326110941281689,5.717633414239567
11.678657731629533,10.10887896448238
5.964787970627964,10.155338022572401
8.515683678826166,11.189689062853812
12.459134760651793,11.467997263145605
5.9635656130867725,13.53585598238915
9.517432431168336,11.294413740725508
8.024217335051395,5.674578654846621
11.458314020825798,9.170779422447982
8.684477618091035,9.27576023772705
16.941960543481965,12.374678721960995
11.876499893724803,13.145091295498293
10.291588164096325,10.989443326863457
6.933543430195545,11.238624043908262
14.030171195980216,10.477187386922154
12.602758549413855,10.729901205903182
5.256806955123591,14.481609274202539
12.462154272949794,11.162788959242702
14.474714625968318,11.848731353700835
5.973641520574228,13.416250863151859
11.192633594283665,9.742808919903084
6.784514943474695,10.152141780270092
8.905416992165193,11.559751046009078
9.493108002972198,14.050350261152149
8.693345046053086,12.16468560836585
9.86681030313128,14.785792416174475
11.467398825576689,7.8835461573744405
8.49716600642278,9.301142738398367
7.37987979354686,10.176665348377322
9.495180997913513,11.243620845929499
12.101103526544474,12.436410516200262
12.495068239009127,10.403409055233878
9.51913396551952,10.99559043543461
11.805482804979174,7.882573593840942
8.476618383750985,7.87765874431308
11.34214987628735,8.978494550210339
6.464115825111236,9.763870506699861
12.70148981673905,7.76314202166258
12.480583926386402,6.728666322032965
9.29346268199884,7.404436406992574
10.889370175057099,10.444770943816298
8.213443547478105,7.501060064355811
13.483715535655442,16.811703170351816
9.997102999260694,7.688768216269843
8.138991763816936,15.345829679458541
10.638134311678618,8.87718604415965
7.944966072257597,16.722930720412737
9.46737548688775,7.8578164120155485
10.66144016601743,5.756026167779498
10.937291787547922,5.20644194041449
10.290131425759672,10.542983767492608
10.133557699072464,10.160571043032483
5.103706213774389,10.4369071650889
10.384822400966868,13.01893414234085
5.346559579546961,12.297467891924713
7.776972023098495,5.865516184863935
10.833618767280196,10.599326800256328
5.662220487739816,12.071523873597036
9.204305974733296,5.127218964910735
8.824570808670503,10.613960255563564
9.46510357163461,10.676630737059867
9.15404008754645,6.589862723840233
10.390830942618743,13.303302641124501
9.15294788060742,12.844016582023123
9.749781020186276,11.824566322417018
13.273994746255514,10.320422316948791
10.241246853574447,7.888536094400099
7.180918914518703,8.410708357345033
10.481551820804665,11.038154175724033
9.786967643505092,9.113966774106379
11.918370309381075,7.588178595684689
11.546922702043869,12.245638427467751
8.964301660164756,10.750155996751833
8.990067800348353,11.950260014615628
14.34683392642106,6.464116278681551
7.172074312350307,13.073932413983092
12.672297594803286,5.3764611354445995
12.12740834831941,12.070631062742574
9.64123262467172,13.042795886838313
10.574200990940616,12.236303084987956
11.90797682489159,10.92157517347468
14.196365660460001,10.929159203048858
6.775777836338311,12.84657682811436
7.5972794689591865,12.758058716312437
16.767008356824917,12.755293369533664
5.309373928192828,14.529427737811858
3.93173851379606,5.407583736959922
9.13278546097639,11.461965831191634
11.712339655838013,13.024330312519664
3.6640694851210878,7.036959122769197
11.117173246693275,12.876337915401425
10.576078362072455,12.441454903059673
5.906993207278541,10.451337168453128
8.006924178534437,9.665811380232313
10.036840252831363,12.5085659979797
6.968609892987249,8.505861730769206
10.419500838223096,14.15052878594594
7.948799224898564,12.464526180970394
11.987095621647676,10.16362169075467
10.793551055388171,7.008593884863277
4.383310123044827,14.636187950407185
7.713114155985491,6.316817965504708
7.806330852057551,5.80044494184748
10.312288230024025,11.036501049820188
9.805450195992492,8.14421319501467
9.027317125353234,6.896711617395471
12.839044959635377,9.28851409379512
15.127414064173033,9.039520702301557
6.9101252575460865,7.685551088510728
16.191502875029038,14.353858434736564
13.180960365960175,5.927254677292318
8.12137440639167,16.987158350546924
5.999016551109127,12.015867817031944
6.383939548691201,11.155504577628578
14.077706563417417,10.620636041699443
8.87925327638287,8.352156086384753
9.889948039148518,8.088795233841608
6.7393767531044615,13.686079506552204
12.427780328239933,12.350512396469517
11.607151654532474,10.547907001076238
12.39436715366894,10.892455994274405
10.471246310581408,9.68930908341174
10.640505367796129,10.621272731426005
12.223178895237426,11.733201727372055
13.74997819886714,14.463626211167426
8.480917533704105,12.207350114714215
11.059803798265309,7.529440112490458
10.757954719964433,8.776181044631981
13.65070999187807,8.430095752596246
12.353419177690625,7.368227608763715
8.74081243631994,8.148107924023046
6.202650826500059,9.683322953998527
11.930936365613604,12.61729324760771
11.775328192910475,11.752917188152722
10.354450245056647,6.838239656561411
5.912251237157674,5.251135933065454
14.805924597657091,12.530689255247655
8.912175341564515,13.684022408272131
7.566983727623546,13.89747343625188
8.66982747060306,9.684723701681202
12.69069892463755,11.044627008541905
10.441317302073326,11.753246338500656
8.464851958028543,11.49666137306382
9.636315504850941,8.999157544196736
6.360912396783208,10.288192283344102
12.107695111972477,13.409593532277682
9.94470426031526,14.377060738458614
12.981919011706719,8.410517177633547
15.602623536922856,8.186076549610151
11.08897888417266,5.706094935082865
12.321579646915769,9.850343613860568
14.114406995395386,11.164383591067354
12.698652633990505,11.720260764968806
3.3930397426572534,14.00592706069072
9.417174231766017,12.883783508730325
11.480802043746564,12.460150053416083
12.304706320507249,12.318175590864781
8.651288269587068,9.990808742541466
6.742671542625862,13.261951094967388
10.03367510861604,9.194429151881009
9.859679025560443,12.530205639768395
6.021763783235334,13.399417926424963
14.674334885946426,17.03840284307312
14.03806040954393,9.385584310006788
9.311504994946077,7.566961680197535
11.759723562465553,11.519016068194986
8.0433643667066,8.697522677957402
10.268825291451641,8.131474089174468
10.301225629954065,10.464347039383743
12.832534630940675,12.985253791597053
8.848803051305987,8.59847909236848
8.18207287219353,10.24015993940491
8.686230528259834,11.291226758044758
7.733516823193323,5.519869812399087
11.068476231826695,6.390278638726144
7.990339695802212,11.372633112492242
7.36599725177119,15.866643895839273
10.413424374912722,4.441327603587146
10.738796224092265,10.274083282521296
7.10895576648669,9.290691313167748
6.955075826884758,12.585371076530397
11.181766411287043,9.70960485442125
8.626002580959325,11.587878651541056
12.764850229817423,11.798810901079243
10.432089714454527,11.569039365060481
12.309076754120795,8.054529150745534
11.421180841534087,13.877582790683315
10.048730223185933,11.314697790042256
9.899751339189867,10.515306771846943
7.801521136672466,13.47860028335898
11.362778055882979,7.319472969963254
9.486208130090082,11.211995822171032
10.397919123356312,14.210601490635378
7.694664219706675,12.539191925748776
8.268025402452553,12.496838038382732
6.401804269032124,8.767290573986648
10.445283680711489,6.379146916763412
12.321874784836162,9.751801006923175
9.252371725252186,6.497152614294459
14.291953402600612,11.455079183393538
9.792599128656619,12.20748448669463
14.731581781142127,12.54498432536781
8.861122328140864,10.504270695055961
13.207080836054116,12.408454960532886
13.340123642058668,9.757466960277005
9.361260086095523,10.969684304717946
9.94231188286091,9.726553789829637
15.1459503179838,8.965797573392951
8.021365955115241,11.858227860778236
7.884027247010727,10.948717520505427
7.512822559562831,10.576240332517688
12.83977180827652,9.31092357345046
11.582980450503202,14.05397201007198
10.464716114274148,9.594477778459657
5.753260041458936,8.956751332361916
7.708887054248892,8.966355416967525
10.069699822285436,10.864191821216336
10.550780772518841,10.86630540474322
10.879987416963985,12.977692987840223
9.229453950003684,12.795617421451245
11.590604263812876,12.055524603921834
6.952166612507956,13.094811856000662
6.373832670002964,9.017088842321835
8.624665390304703,7.9666682965554365
6.899000237935826,12.423819497412794
9.948308536084486,7.974276688112109
9.228621047084806,9.1064074779076
